image,label,split,frame_index,timestamp_second,meter_box_xywh_pixels,display_box_xywh_pixels
images/train/full_frame_000095.jpg,labels/train/full_frame_000095.txt,train,95,3.166,"817,296,120,181","835,302,82,57"
images/train/full_frame_000100.jpg,labels/train/full_frame_000100.txt,train,100,3.332,"817,296,120,181","835,302,82,57"
images/train/full_frame_000105.jpg,labels/train/full_frame_000105.txt,train,105,3.499,"817,296,120,181","835,302,82,57"
images/train/full_frame_000110.jpg,labels/train/full_frame_000110.txt,train,110,3.665,"817,296,120,181","835,302,82,57"
images/train/full_frame_000115.jpg,labels/train/full_frame_000115.txt,train,115,3.832,"817,296,120,181","835,302,82,57"
images/train/full_frame_000120.jpg,labels/train/full_frame_000120.txt,train,120,3.999,"817,296,120,181","835,302,82,57"
images/train/full_frame_000125.jpg,labels/train/full_frame_000125.txt,train,125,4.165,"817,296,120,181","835,302,82,57"
images/train/full_frame_000130.jpg,labels/train/full_frame_000130.txt,train,130,4.332,"817,296,120,181","835,302,82,57"
images/train/full_frame_000135.jpg,labels/train/full_frame_000135.txt,train,135,4.498,"817,296,120,181","835,302,82,57"
images/train/full_frame_000140.jpg,labels/train/full_frame_000140.txt,train,140,4.665,"817,296,120,181","835,302,82,57"
images/train/full_frame_000145.jpg,labels/train/full_frame_000145.txt,train,145,4.832,"817,296,120,181","835,302,82,57"
images/train/full_frame_000150.jpg,labels/train/full_frame_000150.txt,train,150,4.998,"817,296,120,181","835,302,82,57"
images/train/full_frame_000155.jpg,labels/train/full_frame_000155.txt,train,155,5.165,"817,296,120,181","835,302,82,57"
images/train/full_frame_000160.jpg,labels/train/full_frame_000160.txt,train,160,5.331,"817,296,120,181","835,302,82,57"
images/train/full_frame_000165.jpg,labels/train/full_frame_000165.txt,train,165,5.498,"817,296,120,181","835,302,82,57"
images/train/full_frame_000170.jpg,labels/train/full_frame_000170.txt,train,170,5.665,"817,296,120,181","835,302,82,57"
images/train/full_frame_000175.jpg,labels/train/full_frame_000175.txt,train,175,5.831,"817,296,120,181","835,302,82,57"
images/train/full_frame_000180.jpg,labels/train/full_frame_000180.txt,train,180,5.998,"817,296,120,181","835,302,82,57"
images/train/full_frame_000185.jpg,labels/train/full_frame_000185.txt,train,185,6.164,"817,296,120,181","835,302,82,57"
images/train/full_frame_000190.jpg,labels/train/full_frame_000190.txt,train,190,6.331,"817,296,120,181","835,302,82,57"
images/train/full_frame_000195.jpg,labels/train/full_frame_000195.txt,train,195,6.498,"817,296,120,181","835,302,82,57"
images/train/full_frame_000200.jpg,labels/train/full_frame_000200.txt,train,200,6.664,"817,296,120,181","835,302,82,57"
images/train/full_frame_000205.jpg,labels/train/full_frame_000205.txt,train,205,6.831,"817,296,120,181","835,302,82,57"
images/train/full_frame_000210.jpg,labels/train/full_frame_000210.txt,train,210,6.997,"817,296,120,181","835,302,82,57"
images/train/full_frame_003420.jpg,labels/train/full_frame_003420.txt,train,3420,113.959,"817,296,120,181","835,302,82,57"
images/train/full_frame_003425.jpg,labels/train/full_frame_003425.txt,train,3425,114.125,"817,296,120,181","835,302,82,57"
images/train/full_frame_003430.jpg,labels/train/full_frame_003430.txt,train,3430,114.292,"817,296,120,181","835,302,82,57"
images/train/full_frame_003435.jpg,labels/train/full_frame_003435.txt,train,3435,114.459,"817,296,120,181","835,302,82,57"
images/train/full_frame_003440.jpg,labels/train/full_frame_003440.txt,train,3440,114.625,"817,296,120,181","835,302,82,57"
images/train/full_frame_003445.jpg,labels/train/full_frame_003445.txt,train,3445,114.792,"817,296,120,181","835,302,82,57"
images/train/full_frame_003450.jpg,labels/train/full_frame_003450.txt,train,3450,114.958,"817,296,120,181","835,302,82,57"
images/train/full_frame_003455.jpg,labels/train/full_frame_003455.txt,train,3455,115.125,"817,296,120,181","835,302,82,57"
images/train/full_frame_003460.jpg,labels/train/full_frame_003460.txt,train,3460,115.292,"817,296,120,181","835,302,82,57"
images/train/full_frame_003465.jpg,labels/train/full_frame_003465.txt,train,3465,115.458,"817,296,120,181","835,302,82,57"
images/train/full_frame_003470.jpg,labels/train/full_frame_003470.txt,train,3470,115.625,"817,296,120,181","835,302,82,57"
images/train/full_frame_003475.jpg,labels/train/full_frame_003475.txt,train,3475,115.791,"817,296,120,181","835,302,82,57"
images/train/full_frame_003480.jpg,labels/train/full_frame_003480.txt,train,3480,115.958,"817,296,120,181","835,302,82,57"
images/train/full_frame_003485.jpg,labels/train/full_frame_003485.txt,train,3485,116.125,"817,296,120,181","835,302,82,57"
images/train/full_frame_003490.jpg,labels/train/full_frame_003490.txt,train,3490,116.291,"817,296,120,181","835,302,82,57"
images/train/full_frame_003495.jpg,labels/train/full_frame_003495.txt,train,3495,116.458,"817,296,120,181","835,302,82,57"
images/train/full_frame_003500.jpg,labels/train/full_frame_003500.txt,train,3500,116.624,"817,296,120,181","835,302,82,57"
images/train/full_frame_003505.jpg,labels/train/full_frame_003505.txt,train,3505,116.791,"817,296,120,181","835,302,82,57"
images/train/full_frame_003510.jpg,labels/train/full_frame_003510.txt,train,3510,116.958,"817,296,120,181","835,302,82,57"
images/train/full_frame_003515.jpg,labels/train/full_frame_003515.txt,train,3515,117.124,"817,296,120,181","835,302,82,57"
images/train/full_frame_003520.jpg,labels/train/full_frame_003520.txt,train,3520,117.291,"817,296,120,181","835,302,82,57"
images/train/full_frame_003525.jpg,labels/train/full_frame_003525.txt,train,3525,117.457,"817,296,120,181","835,302,82,57"
images/train/full_frame_003675.jpg,labels/train/full_frame_003675.txt,train,3675,122.456,"817,296,120,181","835,302,82,57"
images/train/full_frame_003680.jpg,labels/train/full_frame_003680.txt,train,3680,122.622,"817,296,120,181","835,302,82,57"
images/train/full_frame_003685.jpg,labels/train/full_frame_003685.txt,train,3685,122.789,"817,296,120,181","835,302,82,57"
images/train/full_frame_003690.jpg,labels/train/full_frame_003690.txt,train,3690,122.955,"817,296,120,181","835,302,82,57"
images/train/full_frame_003695.jpg,labels/train/full_frame_003695.txt,train,3695,123.122,"817,296,120,181","835,302,82,57"
images/train/full_frame_003700.jpg,labels/train/full_frame_003700.txt,train,3700,123.289,"817,296,120,181","835,302,82,57"
images/train/full_frame_003705.jpg,labels/train/full_frame_003705.txt,train,3705,123.455,"817,296,120,181","835,302,82,57"
images/train/full_frame_003710.jpg,labels/train/full_frame_003710.txt,train,3710,123.622,"817,296,120,181","835,302,82,57"
images/train/full_frame_003715.jpg,labels/train/full_frame_003715.txt,train,3715,123.788,"817,296,120,181","835,302,82,57"
images/train/full_frame_003720.jpg,labels/train/full_frame_003720.txt,train,3720,123.955,"817,296,120,181","835,302,82,57"
images/train/full_frame_003725.jpg,labels/train/full_frame_003725.txt,train,3725,124.122,"817,296,120,181","835,302,82,57"
images/train/full_frame_003730.jpg,labels/train/full_frame_003730.txt,train,3730,124.288,"817,296,120,181","835,302,82,57"
images/train/full_frame_003735.jpg,labels/train/full_frame_003735.txt,train,3735,124.455,"817,296,120,181","835,302,82,57"
images/train/full_frame_003740.jpg,labels/train/full_frame_003740.txt,train,3740,124.621,"817,296,120,181","835,302,82,57"
images/train/full_frame_003745.jpg,labels/train/full_frame_003745.txt,train,3745,124.788,"817,296,120,181","835,302,82,57"
images/train/full_frame_003750.jpg,labels/train/full_frame_003750.txt,train,3750,124.955,"817,296,120,181","835,302,82,57"
images/train/full_frame_003755.jpg,labels/train/full_frame_003755.txt,train,3755,125.121,"817,296,120,181","835,302,82,57"
images/train/full_frame_003760.jpg,labels/train/full_frame_003760.txt,train,3760,125.288,"817,296,120,181","835,302,82,57"
images/train/full_frame_003765.jpg,labels/train/full_frame_003765.txt,train,3765,125.455,"817,296,120,181","835,302,82,57"
images/train/full_frame_003770.jpg,labels/train/full_frame_003770.txt,train,3770,125.621,"817,296,120,181","835,302,82,57"
images/train/full_frame_003775.jpg,labels/train/full_frame_003775.txt,train,3775,125.788,"817,296,120,181","835,302,82,57"
images/train/full_frame_003780.jpg,labels/train/full_frame_003780.txt,train,3780,125.954,"817,296,120,181","835,302,82,57"
images/train/full_frame_003785.jpg,labels/train/full_frame_003785.txt,train,3785,126.121,"817,296,120,181","835,302,82,57"
images/train/full_frame_003790.jpg,labels/train/full_frame_003790.txt,train,3790,126.288,"817,296,120,181","835,302,82,57"
images/train/full_frame_003795.jpg,labels/train/full_frame_003795.txt,train,3795,126.454,"817,296,120,181","835,302,82,57"
images/train/full_frame_003800.jpg,labels/train/full_frame_003800.txt,train,3800,126.621,"817,296,120,181","835,302,82,57"
images/train/full_frame_003805.jpg,labels/train/full_frame_003805.txt,train,3805,126.787,"817,296,120,181","835,302,82,57"
images/val/full_frame_003810.jpg,labels/val/full_frame_003810.txt,val,3810,126.954,"817,296,120,181","835,302,82,57"
images/val/full_frame_003815.jpg,labels/val/full_frame_003815.txt,val,3815,127.121,"817,296,120,181","835,302,82,57"
images/val/full_frame_003820.jpg,labels/val/full_frame_003820.txt,val,3820,127.287,"817,296,120,181","835,302,82,57"
images/val/full_frame_003825.jpg,labels/val/full_frame_003825.txt,val,3825,127.454,"817,296,120,181","835,302,82,57"
images/val/full_frame_005325.jpg,labels/val/full_frame_005325.txt,val,5325,177.436,"817,296,120,181","835,302,82,57"
images/val/full_frame_005330.jpg,labels/val/full_frame_005330.txt,val,5330,177.602,"817,296,120,181","835,302,82,57"
images/val/full_frame_005335.jpg,labels/val/full_frame_005335.txt,val,5335,177.769,"817,296,120,181","835,302,82,57"
images/val/full_frame_005340.jpg,labels/val/full_frame_005340.txt,val,5340,177.935,"817,296,120,181","835,302,82,57"
images/val/full_frame_005345.jpg,labels/val/full_frame_005345.txt,val,5345,178.102,"817,296,120,181","835,302,82,57"
images/val/full_frame_005350.jpg,labels/val/full_frame_005350.txt,val,5350,178.269,"817,296,120,181","835,302,82,57"
images/val/full_frame_005355.jpg,labels/val/full_frame_005355.txt,val,5355,178.435,"817,296,120,181","835,302,82,57"
images/val/full_frame_005360.jpg,labels/val/full_frame_005360.txt,val,5360,178.602,"817,296,120,181","835,302,82,57"
images/val/full_frame_005365.jpg,labels/val/full_frame_005365.txt,val,5365,178.769,"817,296,120,181","835,302,82,57"
images/val/full_frame_005370.jpg,labels/val/full_frame_005370.txt,val,5370,178.935,"817,296,120,181","835,302,82,57"
images/val/full_frame_006480.jpg,labels/val/full_frame_006480.txt,val,6480,215.922,"817,296,120,181","835,302,82,57"
images/val/full_frame_006485.jpg,labels/val/full_frame_006485.txt,val,6485,216.088,"817,296,120,181","835,302,82,57"
images/val/full_frame_006490.jpg,labels/val/full_frame_006490.txt,val,6490,216.255,"817,296,120,181","835,302,82,57"
images/val/full_frame_006495.jpg,labels/val/full_frame_006495.txt,val,6495,216.422,"817,296,120,181","835,302,82,57"
images/val/full_frame_006500.jpg,labels/val/full_frame_006500.txt,val,6500,216.588,"817,296,120,181","835,302,82,57"
images/val/full_frame_006505.jpg,labels/val/full_frame_006505.txt,val,6505,216.755,"817,296,120,181","835,302,82,57"
images/val/full_frame_006510.jpg,labels/val/full_frame_006510.txt,val,6510,216.921,"817,296,120,181","835,302,82,57"
images/val/full_frame_006515.jpg,labels/val/full_frame_006515.txt,val,6515,217.088,"817,296,120,181","835,302,82,57"
images/val/full_frame_006520.jpg,labels/val/full_frame_006520.txt,val,6520,217.255,"817,296,120,181","835,302,82,57"
images/val/full_frame_006525.jpg,labels/val/full_frame_006525.txt,val,6525,217.421,"817,296,120,181","835,302,82,57"
images/val/full_frame_006530.jpg,labels/val/full_frame_006530.txt,val,6530,217.588,"817,296,120,181","835,302,82,57"
images/val/full_frame_006535.jpg,labels/val/full_frame_006535.txt,val,6535,217.754,"817,296,120,181","835,302,82,57"
images/test/full_frame_006540.jpg,labels/test/full_frame_006540.txt,test,6540,217.921,"817,296,120,181","835,302,82,57"
images/test/full_frame_006545.jpg,labels/test/full_frame_006545.txt,test,6545,218.088,"817,296,120,181","835,302,82,57"
images/test/full_frame_006550.jpg,labels/test/full_frame_006550.txt,test,6550,218.254,"817,296,120,181","835,302,82,57"
images/test/full_frame_006555.jpg,labels/test/full_frame_006555.txt,test,6555,218.421,"817,296,120,181","835,302,82,57"
images/test/full_frame_006560.jpg,labels/test/full_frame_006560.txt,test,6560,218.587,"817,296,120,181","835,302,82,57"
images/test/full_frame_006565.jpg,labels/test/full_frame_006565.txt,test,6565,218.754,"817,296,120,181","835,302,82,57"
images/test/full_frame_006570.jpg,labels/test/full_frame_006570.txt,test,6570,218.921,"817,296,120,181","835,302,82,57"
images/test/full_frame_006575.jpg,labels/test/full_frame_006575.txt,test,6575,219.087,"817,296,120,181","835,302,82,57"
images/test/full_frame_006580.jpg,labels/test/full_frame_006580.txt,test,6580,219.254,"817,296,120,181","835,302,82,57"
images/test/full_frame_006585.jpg,labels/test/full_frame_006585.txt,test,6585,219.420,"817,296,120,181","835,302,82,57"
images/test/full_frame_006590.jpg,labels/test/full_frame_006590.txt,test,6590,219.587,"817,296,120,181","835,302,82,57"
images/test/full_frame_006595.jpg,labels/test/full_frame_006595.txt,test,6595,219.754,"817,296,120,181","835,302,82,57"
images/test/full_frame_006600.jpg,labels/test/full_frame_006600.txt,test,6600,219.920,"817,296,120,181","835,302,82,57"
