image_path,roi_name,frame_index,timestamp_second,x,y,width,height,label,full_frame
roi_01/roi_01_extra_frame_000125.jpg,roi_01,125,4.165,817,296,120,181,,
roi_01/roi_01_extra_frame_000130.jpg,roi_01,130,4.332,817,296,120,181,,
roi_01/roi_01_frame_000135.jpg,roi_01,135,4.498,817,296,120,181,,
roi_01/roi_01_extra_frame_000140.jpg,roi_01,140,4.665,817,296,120,181,,
roi_01/roi_01_extra_frame_000145.jpg,roi_01,145,4.832,817,296,120,181,,
roi_01/roi_01_frame_000150.jpg,roi_01,150,4.998,817,296,120,181,,
roi_01/roi_01_extra_frame_000155.jpg,roi_01,155,5.165,817,296,120,181,,
roi_01/roi_01_extra_frame_000160.jpg,roi_01,160,5.331,817,296,120,181,,
roi_01/roi_01_frame_000165.jpg,roi_01,165,5.498,817,296,120,181,,
roi_01/roi_01_extra_frame_000170.jpg,roi_01,170,5.665,817,296,120,181,,
roi_01/roi_01_extra_frame_000175.jpg,roi_01,175,5.831,817,296,120,181,,
roi_01/roi_01_frame_000180.jpg,roi_01,180,5.998,817,296,120,181,,
roi_01/roi_01_extra_frame_000185.jpg,roi_01,185,6.164,817,296,120,181,,
roi_01/roi_01_extra_frame_000190.jpg,roi_01,190,6.331,817,296,120,181,,
roi_01/roi_01_frame_000195.jpg,roi_01,195,6.498,817,296,120,181,,
roi_01/roi_01_extra_frame_000200.jpg,roi_01,200,6.664,817,296,120,181,,
roi_01/roi_01_extra_frame_000205.jpg,roi_01,205,6.831,817,296,120,181,,
roi_01/roi_01_frame_000210.jpg,roi_01,210,6.997,817,296,120,181,,
roi_01/roi_01_frame_003420.jpg,roi_01,3420,113.959,817,296,120,181,,
roi_01/roi_01_extra_frame_003425.jpg,roi_01,3425,114.125,817,296,120,181,,
roi_01/roi_01_extra_frame_003430.jpg,roi_01,3430,114.292,817,296,120,181,,
roi_01/roi_01_frame_003435.jpg,roi_01,3435,114.459,817,296,120,181,,
roi_01/roi_01_extra_frame_003440.jpg,roi_01,3440,114.625,817,296,120,181,,
roi_01/roi_01_extra_frame_003445.jpg,roi_01,3445,114.792,817,296,120,181,,
roi_01/roi_01_frame_003450.jpg,roi_01,3450,114.958,817,296,120,181,,
roi_01/roi_01_extra_frame_003455.jpg,roi_01,3455,115.125,817,296,120,181,,
roi_01/roi_01_extra_frame_003460.jpg,roi_01,3460,115.292,817,296,120,181,,
roi_01/roi_01_frame_003465.jpg,roi_01,3465,115.458,817,296,120,181,,
roi_01/roi_01_extra_frame_003470.jpg,roi_01,3470,115.625,817,296,120,181,,
roi_01/roi_01_extra_frame_003475.jpg,roi_01,3475,115.791,817,296,120,181,,
roi_01/roi_01_frame_003480.jpg,roi_01,3480,115.958,817,296,120,181,,
roi_01/roi_01_extra_frame_003485.jpg,roi_01,3485,116.125,817,296,120,181,,
roi_01/roi_01_extra_frame_003490.jpg,roi_01,3490,116.291,817,296,120,181,,
roi_01/roi_01_frame_003495.jpg,roi_01,3495,116.458,817,296,120,181,,
roi_01/roi_01_extra_frame_003500.jpg,roi_01,3500,116.624,817,296,120,181,,
roi_01/roi_01_extra_frame_003505.jpg,roi_01,3505,116.791,817,296,120,181,,
roi_01/roi_01_frame_003510.jpg,roi_01,3510,116.958,817,296,120,181,,
roi_01/roi_01_extra_frame_003515.jpg,roi_01,3515,117.124,817,296,120,181,,
roi_01/roi_01_extra_frame_003520.jpg,roi_01,3520,117.291,817,296,120,181,,
roi_01/roi_01_frame_003525.jpg,roi_01,3525,117.457,817,296,120,181,,
roi_01/roi_01_frame_003675.jpg,roi_01,3675,122.456,817,296,120,181,,
roi_01/roi_01_extra_frame_003680.jpg,roi_01,3680,122.622,817,296,120,181,,
roi_01/roi_01_extra_frame_003685.jpg,roi_01,3685,122.789,817,296,120,181,,
roi_01/roi_01_frame_003690.jpg,roi_01,3690,122.955,817,296,120,181,,
roi_01/roi_01_extra_frame_003695.jpg,roi_01,3695,123.122,817,296,120,181,,
roi_01/roi_01_extra_frame_003700.jpg,roi_01,3700,123.289,817,296,120,181,,
roi_01/roi_01_frame_003705.jpg,roi_01,3705,123.455,817,296,120,181,,
roi_01/roi_01_extra_frame_003710.jpg,roi_01,3710,123.622,817,296,120,181,,
roi_01/roi_01_extra_frame_003715.jpg,roi_01,3715,123.788,817,296,120,181,,
roi_01/roi_01_frame_003720.jpg,roi_01,3720,123.955,817,296,120,181,,
roi_01/roi_01_extra_frame_003725.jpg,roi_01,3725,124.122,817,296,120,181,,
roi_01/roi_01_extra_frame_003730.jpg,roi_01,3730,124.288,817,296,120,181,,
roi_01/roi_01_frame_003735.jpg,roi_01,3735,124.455,817,296,120,181,,
roi_01/roi_01_extra_frame_003740.jpg,roi_01,3740,124.621,817,296,120,181,,
roi_01/roi_01_extra_frame_003745.jpg,roi_01,3745,124.788,817,296,120,181,,
roi_01/roi_01_frame_003750.jpg,roi_01,3750,124.955,817,296,120,181,,
roi_01/roi_01_extra_frame_003755.jpg,roi_01,3755,125.121,817,296,120,181,,
roi_01/roi_01_extra_frame_003760.jpg,roi_01,3760,125.288,817,296,120,181,,
roi_01/roi_01_frame_003765.jpg,roi_01,3765,125.455,817,296,120,181,,
roi_01/roi_01_extra_frame_003770.jpg,roi_01,3770,125.621,817,296,120,181,,
roi_01/roi_01_extra_frame_003775.jpg,roi_01,3775,125.788,817,296,120,181,,
roi_01/roi_01_frame_003780.jpg,roi_01,3780,125.954,817,296,120,181,,
roi_01/roi_01_extra_frame_003785.jpg,roi_01,3785,126.121,817,296,120,181,,
roi_01/roi_01_extra_frame_003790.jpg,roi_01,3790,126.288,817,296,120,181,,
roi_01/roi_01_frame_003795.jpg,roi_01,3795,126.454,817,296,120,181,,
roi_01/roi_01_extra_frame_003800.jpg,roi_01,3800,126.621,817,296,120,181,,
roi_01/roi_01_extra_frame_003805.jpg,roi_01,3805,126.787,817,296,120,181,,
roi_01/roi_01_frame_003810.jpg,roi_01,3810,126.954,817,296,120,181,,
roi_01/roi_01_extra_frame_003815.jpg,roi_01,3815,127.121,817,296,120,181,,
roi_01/roi_01_extra_frame_003820.jpg,roi_01,3820,127.287,817,296,120,181,,
roi_01/roi_01_frame_003825.jpg,roi_01,3825,127.454,817,296,120,181,,
roi_01/roi_01_frame_005325.jpg,roi_01,5325,177.436,817,296,120,181,,
roi_01/roi_01_extra_frame_005330.jpg,roi_01,5330,177.602,817,296,120,181,,
roi_01/roi_01_extra_frame_005335.jpg,roi_01,5335,177.769,817,296,120,181,,
roi_01/roi_01_frame_005340.jpg,roi_01,5340,177.935,817,296,120,181,,
roi_01/roi_01_extra_frame_005345.jpg,roi_01,5345,178.102,817,296,120,181,,
roi_01/roi_01_extra_frame_005350.jpg,roi_01,5350,178.269,817,296,120,181,,
roi_01/roi_01_frame_005355.jpg,roi_01,5355,178.435,817,296,120,181,,
roi_01/roi_01_extra_frame_005360.jpg,roi_01,5360,178.602,817,296,120,181,,
roi_01/roi_01_extra_frame_005365.jpg,roi_01,5365,178.769,817,296,120,181,,
roi_01/roi_01_frame_005370.jpg,roi_01,5370,178.935,817,296,120,181,,
roi_01/roi_01_frame_006480.jpg,roi_01,6480,215.922,817,296,120,181,,
roi_01/roi_01_extra_frame_006485.jpg,roi_01,6485,216.088,817,296,120,181,,
roi_01/roi_01_extra_frame_006490.jpg,roi_01,6490,216.255,817,296,120,181,,
roi_01/roi_01_frame_006495.jpg,roi_01,6495,216.422,817,296,120,181,,
roi_01/roi_01_extra_frame_006500.jpg,roi_01,6500,216.588,817,296,120,181,,
roi_01/roi_01_extra_frame_006505.jpg,roi_01,6505,216.755,817,296,120,181,,
roi_01/roi_01_frame_006510.jpg,roi_01,6510,216.921,817,296,120,181,,
roi_01/roi_01_extra_frame_006515.jpg,roi_01,6515,217.088,817,296,120,181,,
roi_01/roi_01_extra_frame_006520.jpg,roi_01,6520,217.255,817,296,120,181,,
roi_01/roi_01_frame_006525.jpg,roi_01,6525,217.421,817,296,120,181,,
roi_01/roi_01_extra_frame_006530.jpg,roi_01,6530,217.588,817,296,120,181,,
roi_01/roi_01_extra_frame_006535.jpg,roi_01,6535,217.754,817,296,120,181,,
roi_01/roi_01_frame_006540.jpg,roi_01,6540,217.921,817,296,120,181,,
roi_01/roi_01_extra_frame_006545.jpg,roi_01,6545,218.088,817,296,120,181,,
roi_01/roi_01_extra_frame_006550.jpg,roi_01,6550,218.254,817,296,120,181,,
roi_01/roi_01_frame_006555.jpg,roi_01,6555,218.421,817,296,120,181,,
roi_01/roi_01_extra_frame_006560.jpg,roi_01,6560,218.587,817,296,120,181,,
roi_01/roi_01_extra_frame_006565.jpg,roi_01,6565,218.754,817,296,120,181,,
roi_01/roi_01_frame_006570.jpg,roi_01,6570,218.921,817,296,120,181,,
roi_01/roi_01_extra_frame_006575.jpg,roi_01,6575,219.087,817,296,120,181,,
roi_01/roi_01_extra_frame_006580.jpg,roi_01,6580,219.254,817,296,120,181,,
roi_01/roi_01_frame_006585.jpg,roi_01,6585,219.420,817,296,120,181,,
roi_01/roi_01_extra_frame_006590.jpg,roi_01,6590,219.587,817,296,120,181,,
roi_01/roi_01_extra_frame_006595.jpg,roi_01,6595,219.754,817,296,120,181,,
roi_01/roi_01_frame_006600.jpg,roi_01,6600,219.920,817,296,120,181,,
roi_02/roi_02_frame_000060.jpg,roi_02,60,1.999,835,302,82,57,,
roi_02/roi_02_extra_frame_000065.jpg,roi_02,65,2.166,835,302,82,57,,
roi_02/roi_02_extra_frame_000070.jpg,roi_02,70,2.332,835,302,82,57,,
roi_02/roi_02_frame_000075.jpg,roi_02,75,2.499,835,302,82,57,,
roi_02/roi_02_extra_frame_000080.jpg,roi_02,80,2.666,835,302,82,57,,
roi_02/roi_02_extra_frame_000085.jpg,roi_02,85,2.832,835,302,82,57,,
roi_02/roi_02_frame_000090.jpg,roi_02,90,2.999,835,302,82,57,,
roi_02/roi_02_extra_frame_000095.jpg,roi_02,95,3.166,835,302,82,57,,
roi_02/roi_02_extra_frame_000100.jpg,roi_02,100,3.332,835,302,82,57,,
roi_02/roi_02_frame_000105.jpg,roi_02,105,3.499,835,302,82,57,,
roi_02/roi_02_extra_frame_000110.jpg,roi_02,110,3.665,835,302,82,57,,
roi_02/roi_02_extra_frame_000115.jpg,roi_02,115,3.832,835,302,82,57,,
roi_02/roi_02_frame_000120.jpg,roi_02,120,3.999,835,302,82,57,,
roi_02/roi_02_extra_frame_000125.jpg,roi_02,125,4.165,835,302,82,57,,
roi_02/roi_02_extra_frame_000130.jpg,roi_02,130,4.332,835,302,82,57,,
roi_02/roi_02_frame_000135.jpg,roi_02,135,4.498,835,302,82,57,,
roi_02/roi_02_extra_frame_000140.jpg,roi_02,140,4.665,835,302,82,57,,
roi_02/roi_02_extra_frame_000145.jpg,roi_02,145,4.832,835,302,82,57,,
roi_02/roi_02_frame_000150.jpg,roi_02,150,4.998,835,302,82,57,,
roi_02/roi_02_extra_frame_000155.jpg,roi_02,155,5.165,835,302,82,57,,
roi_02/roi_02_extra_frame_000160.jpg,roi_02,160,5.331,835,302,82,57,,
roi_02/roi_02_frame_000165.jpg,roi_02,165,5.498,835,302,82,57,,
roi_02/roi_02_extra_frame_000170.jpg,roi_02,170,5.665,835,302,82,57,,
roi_02/roi_02_extra_frame_000175.jpg,roi_02,175,5.831,835,302,82,57,,
roi_02/roi_02_frame_000180.jpg,roi_02,180,5.998,835,302,82,57,,
roi_02/roi_02_frame_000900.jpg,roi_02,900,29.989,835,302,82,57,,
roi_02/roi_02_extra_frame_000905.jpg,roi_02,905,30.156,835,302,82,57,,
roi_02/roi_02_extra_frame_000910.jpg,roi_02,910,30.322,835,302,82,57,,
roi_02/roi_02_frame_000915.jpg,roi_02,915,30.489,835,302,82,57,,
roi_02/roi_02_extra_frame_000920.jpg,roi_02,920,30.656,835,302,82,57,,
roi_02/roi_02_extra_frame_000925.jpg,roi_02,925,30.822,835,302,82,57,,
roi_02/roi_02_frame_000930.jpg,roi_02,930,30.989,835,302,82,57,,
roi_02/roi_02_frame_000975.jpg,roi_02,975,32.488,835,302,82,57,,
roi_02/roi_02_frame_001845.jpg,roi_02,1845,61.478,835,302,82,57,,
roi_02/roi_02_frame_001980.jpg,roi_02,1980,65.976,835,302,82,57,,
roi_02/roi_02_frame_002610.jpg,roi_02,2610,86.968,835,302,82,57,,
roi_02/roi_02_frame_003300.jpg,roi_02,3300,109.960,835,302,82,57,,
roi_02/roi_02_frame_003480.jpg,roi_02,3480,115.958,835,302,82,57,,
roi_02/roi_02_extra_frame_003485.jpg,roi_02,3485,116.125,835,302,82,57,,
roi_02/roi_02_extra_frame_003490.jpg,roi_02,3490,116.291,835,302,82,57,,
roi_02/roi_02_frame_003495.jpg,roi_02,3495,116.458,835,302,82,57,,
roi_02/roi_02_extra_frame_003500.jpg,roi_02,3500,116.624,835,302,82,57,,
roi_02/roi_02_extra_frame_003505.jpg,roi_02,3505,116.791,835,302,82,57,,
roi_02/roi_02_frame_003510.jpg,roi_02,3510,116.958,835,302,82,57,,
roi_02/roi_02_frame_004140.jpg,roi_02,4140,137.950,835,302,82,57,,
roi_02/roi_02_frame_004170.jpg,roi_02,4170,138.950,835,302,82,57,,
roi_02/roi_02_extra_frame_004175.jpg,roi_02,4175,139.116,835,302,82,57,,
roi_02/roi_02_extra_frame_004180.jpg,roi_02,4180,139.283,835,302,82,57,,
roi_02/roi_02_frame_004185.jpg,roi_02,4185,139.449,835,302,82,57,,
roi_02/roi_02_frame_004260.jpg,roi_02,4260,141.949,835,302,82,57,,
roi_02/roi_02_frame_004425.jpg,roi_02,4425,147.447,835,302,82,57,,
roi_02/roi_02_frame_005325.jpg,roi_02,5325,177.436,835,302,82,57,,
roi_02/roi_02_extra_frame_005330.jpg,roi_02,5330,177.602,835,302,82,57,,
roi_02/roi_02_extra_frame_005335.jpg,roi_02,5335,177.769,835,302,82,57,,
roi_02/roi_02_frame_005340.jpg,roi_02,5340,177.935,835,302,82,57,,
roi_02/roi_02_extra_frame_005345.jpg,roi_02,5345,178.102,835,302,82,57,,
roi_02/roi_02_extra_frame_005350.jpg,roi_02,5350,178.269,835,302,82,57,,
roi_02/roi_02_frame_005355.jpg,roi_02,5355,178.435,835,302,82,57,,
roi_02/roi_02_extra_frame_005360.jpg,roi_02,5360,178.602,835,302,82,57,,
roi_02/roi_02_extra_frame_005365.jpg,roi_02,5365,178.769,835,302,82,57,,
roi_02/roi_02_frame_005370.jpg,roi_02,5370,178.935,835,302,82,57,,
roi_02/roi_02_frame_005910.jpg,roi_02,5910,196.929,835,302,82,57,,
roi_02/roi_02_frame_005955.jpg,roi_02,5955,198.428,835,302,82,57,,
roi_02/roi_02_frame_006570.jpg,roi_02,6570,218.921,835,302,82,57,,
roi_02/roi_02_extra_frame_006575.jpg,roi_02,6575,219.087,835,302,82,57,,
roi_02/roi_02_extra_frame_006580.jpg,roi_02,6580,219.254,835,302,82,57,,
roi_02/roi_02_frame_006585.jpg,roi_02,6585,219.420,835,302,82,57,,
