status,roi,frame_index,image_path,reason
removed,roi_01,2340,roi_01/roi_01_frame_002340.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2355,roi_01/roi_01_frame_002355.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2370,roi_01/roi_01_frame_002370.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2385,roi_01/roi_01_frame_002385.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2400,roi_01/roi_01_frame_002400.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2415,roi_01/roi_01_frame_002415.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2430,roi_01/roi_01_frame_002430.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2445,roi_01/roi_01_frame_002445.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2460,roi_01/roi_01_frame_002460.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2475,roi_01/roi_01_frame_002475.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2490,roi_01/roi_01_frame_002490.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2505,roi_01/roi_01_frame_002505.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2520,roi_01/roi_01_frame_002520.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2535,roi_01/roi_01_frame_002535.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2550,roi_01/roi_01_frame_002550.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2565,roi_01/roi_01_frame_002565.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2580,roi_01/roi_01_frame_002580.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2595,roi_01/roi_01_frame_002595.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2610,roi_01/roi_01_frame_002610.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2625,roi_01/roi_01_frame_002625.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2640,roi_01/roi_01_frame_002640.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2655,roi_01/roi_01_frame_002655.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2670,roi_01/roi_01_frame_002670.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2685,roi_01/roi_01_frame_002685.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2700,roi_01/roi_01_frame_002700.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2715,roi_01/roi_01_frame_002715.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2730,roi_01/roi_01_frame_002730.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2745,roi_01/roi_01_frame_002745.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2760,roi_01/roi_01_frame_002760.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2775,roi_01/roi_01_frame_002775.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2790,roi_01/roi_01_frame_002790.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2805,roi_01/roi_01_frame_002805.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2820,roi_01/roi_01_frame_002820.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2835,roi_01/roi_01_frame_002835.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2850,roi_01/roi_01_frame_002850.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2865,roi_01/roi_01_frame_002865.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2880,roi_01/roi_01_frame_002880.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2895,roi_01/roi_01_frame_002895.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2910,roi_01/roi_01_frame_002910.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2925,roi_01/roi_01_frame_002925.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2940,roi_01/roi_01_frame_002940.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2955,roi_01/roi_01_frame_002955.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2970,roi_01/roi_01_frame_002970.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,2985,roi_01/roi_01_frame_002985.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3000,roi_01/roi_01_frame_003000.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3015,roi_01/roi_01_frame_003015.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3030,roi_01/roi_01_frame_003030.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3045,roi_01/roi_01_frame_003045.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3060,roi_01/roi_01_frame_003060.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3075,roi_01/roi_01_frame_003075.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3090,roi_01/roi_01_frame_003090.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3105,roi_01/roi_01_frame_003105.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3120,roi_01/roi_01_frame_003120.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3135,roi_01/roi_01_frame_003135.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3150,roi_01/roi_01_frame_003150.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3165,roi_01/roi_01_frame_003165.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3180,roi_01/roi_01_frame_003180.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3195,roi_01/roi_01_frame_003195.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3210,roi_01/roi_01_frame_003210.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3225,roi_01/roi_01_frame_003225.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3240,roi_01/roi_01_frame_003240.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3255,roi_01/roi_01_frame_003255.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3270,roi_01/roi_01_frame_003270.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3285,roi_01/roi_01_frame_003285.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3300,roi_01/roi_01_frame_003300.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3315,roi_01/roi_01_frame_003315.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3330,roi_01/roi_01_frame_003330.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3345,roi_01/roi_01_frame_003345.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3360,roi_01/roi_01_frame_003360.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3375,roi_01/roi_01_frame_003375.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3390,roi_01/roi_01_frame_003390.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3405,roi_01/roi_01_frame_003405.jpg,not_target_blurry_or_low_quality_after_visual_review
kept,roi_01,3420,roi_01/roi_01_frame_003420.jpg,valid_target_after_visual_review
kept,roi_01,3435,roi_01/roi_01_frame_003435.jpg,valid_target_after_visual_review
kept,roi_01,3450,roi_01/roi_01_frame_003450.jpg,valid_target_after_visual_review
kept,roi_01,3465,roi_01/roi_01_frame_003465.jpg,valid_target_after_visual_review
kept,roi_01,3480,roi_01/roi_01_frame_003480.jpg,valid_target_after_visual_review
kept,roi_01,3495,roi_01/roi_01_frame_003495.jpg,valid_target_after_visual_review
kept,roi_01,3510,roi_01/roi_01_frame_003510.jpg,valid_target_after_visual_review
kept,roi_01,3525,roi_01/roi_01_frame_003525.jpg,valid_target_after_visual_review
removed,roi_01,3540,roi_01/roi_01_frame_003540.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3555,roi_01/roi_01_frame_003555.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3570,roi_01/roi_01_frame_003570.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3585,roi_01/roi_01_frame_003585.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3600,roi_01/roi_01_frame_003600.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3615,roi_01/roi_01_frame_003615.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3630,roi_01/roi_01_frame_003630.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3645,roi_01/roi_01_frame_003645.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3660,roi_01/roi_01_frame_003660.jpg,not_target_blurry_or_low_quality_after_visual_review
kept,roi_01,3675,roi_01/roi_01_frame_003675.jpg,valid_target_after_visual_review
kept,roi_01,3690,roi_01/roi_01_frame_003690.jpg,valid_target_after_visual_review
kept,roi_01,3705,roi_01/roi_01_frame_003705.jpg,valid_target_after_visual_review
kept,roi_01,3720,roi_01/roi_01_frame_003720.jpg,valid_target_after_visual_review
kept,roi_01,3735,roi_01/roi_01_frame_003735.jpg,valid_target_after_visual_review
kept,roi_01,3750,roi_01/roi_01_frame_003750.jpg,valid_target_after_visual_review
kept,roi_01,3765,roi_01/roi_01_frame_003765.jpg,valid_target_after_visual_review
kept,roi_01,3780,roi_01/roi_01_frame_003780.jpg,valid_target_after_visual_review
kept,roi_01,3795,roi_01/roi_01_frame_003795.jpg,valid_target_after_visual_review
kept,roi_01,3810,roi_01/roi_01_frame_003810.jpg,valid_target_after_visual_review
kept,roi_01,3825,roi_01/roi_01_frame_003825.jpg,valid_target_after_visual_review
removed,roi_01,3840,roi_01/roi_01_frame_003840.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3855,roi_01/roi_01_frame_003855.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3870,roi_01/roi_01_frame_003870.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3885,roi_01/roi_01_frame_003885.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3900,roi_01/roi_01_frame_003900.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3915,roi_01/roi_01_frame_003915.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3930,roi_01/roi_01_frame_003930.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3945,roi_01/roi_01_frame_003945.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3960,roi_01/roi_01_frame_003960.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3975,roi_01/roi_01_frame_003975.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,3990,roi_01/roi_01_frame_003990.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,4005,roi_01/roi_01_frame_004005.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,4020,roi_01/roi_01_frame_004020.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,4035,roi_01/roi_01_frame_004035.jpg,not_target_blurry_or_low_quality_after_visual_review
removed,roi_01,4050,roi_01/roi_01_frame_004050.jpg,not_target_blurry_or_low_quality_after_visual_review
