image,label,split,source_roi,frame_index,class_id,class_name
images/train/roi_01_extra_frame_000170.jpg,labels/train/roi_01_extra_frame_000170.txt,train,roi_01,170,0,meter
images/train/roi_01_extra_frame_000175.jpg,labels/train/roi_01_extra_frame_000175.txt,train,roi_01,175,0,meter
images/train/roi_01_frame_000180.jpg,labels/train/roi_01_frame_000180.txt,train,roi_01,180,0,meter
images/train/roi_01_extra_frame_000185.jpg,labels/train/roi_01_extra_frame_000185.txt,train,roi_01,185,0,meter
images/train/roi_01_extra_frame_000190.jpg,labels/train/roi_01_extra_frame_000190.txt,train,roi_01,190,0,meter
images/train/roi_01_frame_000195.jpg,labels/train/roi_01_frame_000195.txt,train,roi_01,195,0,meter
images/train/roi_01_extra_frame_000200.jpg,labels/train/roi_01_extra_frame_000200.txt,train,roi_01,200,0,meter
images/train/roi_01_extra_frame_000205.jpg,labels/train/roi_01_extra_frame_000205.txt,train,roi_01,205,0,meter
images/train/roi_01_frame_000210.jpg,labels/train/roi_01_frame_000210.txt,train,roi_01,210,0,meter
images/train/roi_01_frame_003420.jpg,labels/train/roi_01_frame_003420.txt,train,roi_01,3420,0,meter
images/train/roi_01_extra_frame_003425.jpg,labels/train/roi_01_extra_frame_003425.txt,train,roi_01,3425,0,meter
images/train/roi_01_extra_frame_003430.jpg,labels/train/roi_01_extra_frame_003430.txt,train,roi_01,3430,0,meter
images/train/roi_01_frame_003435.jpg,labels/train/roi_01_frame_003435.txt,train,roi_01,3435,0,meter
images/train/roi_01_extra_frame_003440.jpg,labels/train/roi_01_extra_frame_003440.txt,train,roi_01,3440,0,meter
images/train/roi_01_extra_frame_003445.jpg,labels/train/roi_01_extra_frame_003445.txt,train,roi_01,3445,0,meter
images/train/roi_01_frame_003450.jpg,labels/train/roi_01_frame_003450.txt,train,roi_01,3450,0,meter
images/train/roi_01_extra_frame_003455.jpg,labels/train/roi_01_extra_frame_003455.txt,train,roi_01,3455,0,meter
images/train/roi_01_extra_frame_003460.jpg,labels/train/roi_01_extra_frame_003460.txt,train,roi_01,3460,0,meter
images/train/roi_01_frame_003465.jpg,labels/train/roi_01_frame_003465.txt,train,roi_01,3465,0,meter
images/train/roi_01_extra_frame_003470.jpg,labels/train/roi_01_extra_frame_003470.txt,train,roi_01,3470,0,meter
images/train/roi_01_extra_frame_003475.jpg,labels/train/roi_01_extra_frame_003475.txt,train,roi_01,3475,0,meter
images/train/roi_01_frame_003480.jpg,labels/train/roi_01_frame_003480.txt,train,roi_01,3480,0,meter
images/train/roi_01_extra_frame_003485.jpg,labels/train/roi_01_extra_frame_003485.txt,train,roi_01,3485,0,meter
images/train/roi_01_extra_frame_003490.jpg,labels/train/roi_01_extra_frame_003490.txt,train,roi_01,3490,0,meter
images/train/roi_01_frame_003495.jpg,labels/train/roi_01_frame_003495.txt,train,roi_01,3495,0,meter
images/train/roi_01_extra_frame_003500.jpg,labels/train/roi_01_extra_frame_003500.txt,train,roi_01,3500,0,meter
images/train/roi_01_extra_frame_003505.jpg,labels/train/roi_01_extra_frame_003505.txt,train,roi_01,3505,0,meter
images/train/roi_01_frame_003510.jpg,labels/train/roi_01_frame_003510.txt,train,roi_01,3510,0,meter
images/train/roi_01_extra_frame_003515.jpg,labels/train/roi_01_extra_frame_003515.txt,train,roi_01,3515,0,meter
images/train/roi_01_extra_frame_003520.jpg,labels/train/roi_01_extra_frame_003520.txt,train,roi_01,3520,0,meter
images/train/roi_01_frame_003525.jpg,labels/train/roi_01_frame_003525.txt,train,roi_01,3525,0,meter
images/train/roi_01_frame_003675.jpg,labels/train/roi_01_frame_003675.txt,train,roi_01,3675,0,meter
images/train/roi_01_extra_frame_003680.jpg,labels/train/roi_01_extra_frame_003680.txt,train,roi_01,3680,0,meter
images/train/roi_01_extra_frame_003685.jpg,labels/train/roi_01_extra_frame_003685.txt,train,roi_01,3685,0,meter
images/train/roi_01_frame_003690.jpg,labels/train/roi_01_frame_003690.txt,train,roi_01,3690,0,meter
images/train/roi_01_extra_frame_003695.jpg,labels/train/roi_01_extra_frame_003695.txt,train,roi_01,3695,0,meter
images/train/roi_01_extra_frame_003700.jpg,labels/train/roi_01_extra_frame_003700.txt,train,roi_01,3700,0,meter
images/train/roi_01_frame_003705.jpg,labels/train/roi_01_frame_003705.txt,train,roi_01,3705,0,meter
images/train/roi_01_extra_frame_003710.jpg,labels/train/roi_01_extra_frame_003710.txt,train,roi_01,3710,0,meter
images/train/roi_01_extra_frame_003715.jpg,labels/train/roi_01_extra_frame_003715.txt,train,roi_01,3715,0,meter
images/train/roi_01_frame_003720.jpg,labels/train/roi_01_frame_003720.txt,train,roi_01,3720,0,meter
images/train/roi_01_extra_frame_003725.jpg,labels/train/roi_01_extra_frame_003725.txt,train,roi_01,3725,0,meter
images/train/roi_01_extra_frame_003730.jpg,labels/train/roi_01_extra_frame_003730.txt,train,roi_01,3730,0,meter
images/train/roi_01_frame_003735.jpg,labels/train/roi_01_frame_003735.txt,train,roi_01,3735,0,meter
images/train/roi_01_extra_frame_003740.jpg,labels/train/roi_01_extra_frame_003740.txt,train,roi_01,3740,0,meter
images/train/roi_01_extra_frame_003745.jpg,labels/train/roi_01_extra_frame_003745.txt,train,roi_01,3745,0,meter
images/train/roi_01_frame_003750.jpg,labels/train/roi_01_frame_003750.txt,train,roi_01,3750,0,meter
images/train/roi_01_extra_frame_003755.jpg,labels/train/roi_01_extra_frame_003755.txt,train,roi_01,3755,0,meter
images/train/roi_01_extra_frame_003760.jpg,labels/train/roi_01_extra_frame_003760.txt,train,roi_01,3760,0,meter
images/train/roi_01_frame_003765.jpg,labels/train/roi_01_frame_003765.txt,train,roi_01,3765,0,meter
images/train/roi_01_extra_frame_003770.jpg,labels/train/roi_01_extra_frame_003770.txt,train,roi_01,3770,0,meter
images/train/roi_01_extra_frame_003775.jpg,labels/train/roi_01_extra_frame_003775.txt,train,roi_01,3775,0,meter
images/train/roi_01_frame_003780.jpg,labels/train/roi_01_frame_003780.txt,train,roi_01,3780,0,meter
images/train/roi_01_extra_frame_003785.jpg,labels/train/roi_01_extra_frame_003785.txt,train,roi_01,3785,0,meter
images/train/roi_01_extra_frame_003790.jpg,labels/train/roi_01_extra_frame_003790.txt,train,roi_01,3790,0,meter
images/train/roi_01_frame_003795.jpg,labels/train/roi_01_frame_003795.txt,train,roi_01,3795,0,meter
images/train/roi_01_extra_frame_003800.jpg,labels/train/roi_01_extra_frame_003800.txt,train,roi_01,3800,0,meter
images/train/roi_01_extra_frame_003805.jpg,labels/train/roi_01_extra_frame_003805.txt,train,roi_01,3805,0,meter
images/val/roi_01_frame_003810.jpg,labels/val/roi_01_frame_003810.txt,val,roi_01,3810,0,meter
images/val/roi_01_extra_frame_003815.jpg,labels/val/roi_01_extra_frame_003815.txt,val,roi_01,3815,0,meter
images/val/roi_01_extra_frame_003820.jpg,labels/val/roi_01_extra_frame_003820.txt,val,roi_01,3820,0,meter
images/val/roi_01_frame_003825.jpg,labels/val/roi_01_frame_003825.txt,val,roi_01,3825,0,meter
images/val/roi_01_frame_005325.jpg,labels/val/roi_01_frame_005325.txt,val,roi_01,5325,0,meter
images/val/roi_01_extra_frame_005330.jpg,labels/val/roi_01_extra_frame_005330.txt,val,roi_01,5330,0,meter
images/val/roi_01_extra_frame_005335.jpg,labels/val/roi_01_extra_frame_005335.txt,val,roi_01,5335,0,meter
images/val/roi_01_frame_005340.jpg,labels/val/roi_01_frame_005340.txt,val,roi_01,5340,0,meter
images/val/roi_01_extra_frame_005345.jpg,labels/val/roi_01_extra_frame_005345.txt,val,roi_01,5345,0,meter
images/val/roi_01_extra_frame_005350.jpg,labels/val/roi_01_extra_frame_005350.txt,val,roi_01,5350,0,meter
images/val/roi_01_frame_005355.jpg,labels/val/roi_01_frame_005355.txt,val,roi_01,5355,0,meter
images/val/roi_01_extra_frame_005360.jpg,labels/val/roi_01_extra_frame_005360.txt,val,roi_01,5360,0,meter
images/val/roi_01_extra_frame_005365.jpg,labels/val/roi_01_extra_frame_005365.txt,val,roi_01,5365,0,meter
images/val/roi_01_frame_005370.jpg,labels/val/roi_01_frame_005370.txt,val,roi_01,5370,0,meter
images/val/roi_01_frame_006480.jpg,labels/val/roi_01_frame_006480.txt,val,roi_01,6480,0,meter
images/val/roi_01_extra_frame_006485.jpg,labels/val/roi_01_extra_frame_006485.txt,val,roi_01,6485,0,meter
images/val/roi_01_extra_frame_006490.jpg,labels/val/roi_01_extra_frame_006490.txt,val,roi_01,6490,0,meter
images/val/roi_01_frame_006495.jpg,labels/val/roi_01_frame_006495.txt,val,roi_01,6495,0,meter
images/val/roi_01_extra_frame_006500.jpg,labels/val/roi_01_extra_frame_006500.txt,val,roi_01,6500,0,meter
images/val/roi_01_extra_frame_006505.jpg,labels/val/roi_01_extra_frame_006505.txt,val,roi_01,6505,0,meter
images/val/roi_01_frame_006510.jpg,labels/val/roi_01_frame_006510.txt,val,roi_01,6510,0,meter
images/val/roi_01_extra_frame_006515.jpg,labels/val/roi_01_extra_frame_006515.txt,val,roi_01,6515,0,meter
images/val/roi_01_extra_frame_006520.jpg,labels/val/roi_01_extra_frame_006520.txt,val,roi_01,6520,0,meter
images/val/roi_01_frame_006525.jpg,labels/val/roi_01_frame_006525.txt,val,roi_01,6525,0,meter
images/val/roi_01_extra_frame_006530.jpg,labels/val/roi_01_extra_frame_006530.txt,val,roi_01,6530,0,meter
images/val/roi_01_extra_frame_006535.jpg,labels/val/roi_01_extra_frame_006535.txt,val,roi_01,6535,0,meter
images/test/roi_01_frame_006540.jpg,labels/test/roi_01_frame_006540.txt,test,roi_01,6540,0,meter
images/test/roi_01_extra_frame_006545.jpg,labels/test/roi_01_extra_frame_006545.txt,test,roi_01,6545,0,meter
images/test/roi_01_extra_frame_006550.jpg,labels/test/roi_01_extra_frame_006550.txt,test,roi_01,6550,0,meter
images/test/roi_01_frame_006555.jpg,labels/test/roi_01_frame_006555.txt,test,roi_01,6555,0,meter
images/test/roi_01_extra_frame_006560.jpg,labels/test/roi_01_extra_frame_006560.txt,test,roi_01,6560,0,meter
images/test/roi_01_extra_frame_006565.jpg,labels/test/roi_01_extra_frame_006565.txt,test,roi_01,6565,0,meter
images/test/roi_01_frame_006570.jpg,labels/test/roi_01_frame_006570.txt,test,roi_01,6570,0,meter
images/test/roi_01_extra_frame_006575.jpg,labels/test/roi_01_extra_frame_006575.txt,test,roi_01,6575,0,meter
images/test/roi_01_extra_frame_006580.jpg,labels/test/roi_01_extra_frame_006580.txt,test,roi_01,6580,0,meter
images/test/roi_01_frame_006585.jpg,labels/test/roi_01_frame_006585.txt,test,roi_01,6585,0,meter
images/test/roi_01_extra_frame_006590.jpg,labels/test/roi_01_extra_frame_006590.txt,test,roi_01,6590,0,meter
images/test/roi_01_extra_frame_006595.jpg,labels/test/roi_01_extra_frame_006595.txt,test,roi_01,6595,0,meter
images/test/roi_01_frame_006600.jpg,labels/test/roi_01_frame_006600.txt,test,roi_01,6600,0,meter
images/train/roi_02_frame_000060.jpg,labels/train/roi_02_frame_000060.txt,train,roi_02,60,1,display
images/train/roi_02_extra_frame_000065.jpg,labels/train/roi_02_extra_frame_000065.txt,train,roi_02,65,1,display
images/train/roi_02_extra_frame_000070.jpg,labels/train/roi_02_extra_frame_000070.txt,train,roi_02,70,1,display
images/train/roi_02_frame_000075.jpg,labels/train/roi_02_frame_000075.txt,train,roi_02,75,1,display
images/train/roi_02_extra_frame_000080.jpg,labels/train/roi_02_extra_frame_000080.txt,train,roi_02,80,1,display
images/train/roi_02_extra_frame_000085.jpg,labels/train/roi_02_extra_frame_000085.txt,train,roi_02,85,1,display
images/train/roi_02_frame_000090.jpg,labels/train/roi_02_frame_000090.txt,train,roi_02,90,1,display
images/train/roi_02_extra_frame_000095.jpg,labels/train/roi_02_extra_frame_000095.txt,train,roi_02,95,1,display
images/train/roi_02_extra_frame_000100.jpg,labels/train/roi_02_extra_frame_000100.txt,train,roi_02,100,1,display
images/train/roi_02_frame_000105.jpg,labels/train/roi_02_frame_000105.txt,train,roi_02,105,1,display
images/train/roi_02_extra_frame_000110.jpg,labels/train/roi_02_extra_frame_000110.txt,train,roi_02,110,1,display
images/train/roi_02_extra_frame_000115.jpg,labels/train/roi_02_extra_frame_000115.txt,train,roi_02,115,1,display
images/train/roi_02_frame_000120.jpg,labels/train/roi_02_frame_000120.txt,train,roi_02,120,1,display
images/train/roi_02_extra_frame_000125.jpg,labels/train/roi_02_extra_frame_000125.txt,train,roi_02,125,1,display
images/train/roi_02_extra_frame_000130.jpg,labels/train/roi_02_extra_frame_000130.txt,train,roi_02,130,1,display
images/train/roi_02_frame_000135.jpg,labels/train/roi_02_frame_000135.txt,train,roi_02,135,1,display
images/train/roi_02_extra_frame_000140.jpg,labels/train/roi_02_extra_frame_000140.txt,train,roi_02,140,1,display
images/train/roi_02_extra_frame_000145.jpg,labels/train/roi_02_extra_frame_000145.txt,train,roi_02,145,1,display
images/train/roi_02_frame_000150.jpg,labels/train/roi_02_frame_000150.txt,train,roi_02,150,1,display
images/train/roi_02_extra_frame_000155.jpg,labels/train/roi_02_extra_frame_000155.txt,train,roi_02,155,1,display
images/train/roi_02_extra_frame_000160.jpg,labels/train/roi_02_extra_frame_000160.txt,train,roi_02,160,1,display
images/train/roi_02_frame_000165.jpg,labels/train/roi_02_frame_000165.txt,train,roi_02,165,1,display
images/train/roi_02_extra_frame_000170.jpg,labels/train/roi_02_extra_frame_000170.txt,train,roi_02,170,1,display
images/train/roi_02_extra_frame_000175.jpg,labels/train/roi_02_extra_frame_000175.txt,train,roi_02,175,1,display
images/train/roi_02_frame_000180.jpg,labels/train/roi_02_frame_000180.txt,train,roi_02,180,1,display
images/train/roi_02_frame_000900.jpg,labels/train/roi_02_frame_000900.txt,train,roi_02,900,1,display
images/train/roi_02_extra_frame_000905.jpg,labels/train/roi_02_extra_frame_000905.txt,train,roi_02,905,1,display
images/train/roi_02_extra_frame_000910.jpg,labels/train/roi_02_extra_frame_000910.txt,train,roi_02,910,1,display
images/train/roi_02_frame_000915.jpg,labels/train/roi_02_frame_000915.txt,train,roi_02,915,1,display
images/train/roi_02_extra_frame_000920.jpg,labels/train/roi_02_extra_frame_000920.txt,train,roi_02,920,1,display
images/train/roi_02_extra_frame_000925.jpg,labels/train/roi_02_extra_frame_000925.txt,train,roi_02,925,1,display
images/train/roi_02_frame_000930.jpg,labels/train/roi_02_frame_000930.txt,train,roi_02,930,1,display
images/train/roi_02_frame_000975.jpg,labels/train/roi_02_frame_000975.txt,train,roi_02,975,1,display
images/train/roi_02_frame_001845.jpg,labels/train/roi_02_frame_001845.txt,train,roi_02,1845,1,display
images/train/roi_02_frame_001980.jpg,labels/train/roi_02_frame_001980.txt,train,roi_02,1980,1,display
images/train/roi_02_frame_002610.jpg,labels/train/roi_02_frame_002610.txt,train,roi_02,2610,1,display
images/train/roi_02_frame_003300.jpg,labels/train/roi_02_frame_003300.txt,train,roi_02,3300,1,display
images/train/roi_02_frame_003480.jpg,labels/train/roi_02_frame_003480.txt,train,roi_02,3480,1,display
images/train/roi_02_extra_frame_003485.jpg,labels/train/roi_02_extra_frame_003485.txt,train,roi_02,3485,1,display
images/train/roi_02_extra_frame_003490.jpg,labels/train/roi_02_extra_frame_003490.txt,train,roi_02,3490,1,display
images/train/roi_02_frame_003495.jpg,labels/train/roi_02_frame_003495.txt,train,roi_02,3495,1,display
images/train/roi_02_extra_frame_003500.jpg,labels/train/roi_02_extra_frame_003500.txt,train,roi_02,3500,1,display
images/train/roi_02_extra_frame_003505.jpg,labels/train/roi_02_extra_frame_003505.txt,train,roi_02,3505,1,display
images/train/roi_02_frame_003510.jpg,labels/train/roi_02_frame_003510.txt,train,roi_02,3510,1,display
images/train/roi_02_frame_004140.jpg,labels/train/roi_02_frame_004140.txt,train,roi_02,4140,1,display
images/train/roi_02_frame_004170.jpg,labels/train/roi_02_frame_004170.txt,train,roi_02,4170,1,display
images/train/roi_02_extra_frame_004175.jpg,labels/train/roi_02_extra_frame_004175.txt,train,roi_02,4175,1,display
images/val/roi_02_extra_frame_004180.jpg,labels/val/roi_02_extra_frame_004180.txt,val,roi_02,4180,1,display
images/val/roi_02_frame_004185.jpg,labels/val/roi_02_frame_004185.txt,val,roi_02,4185,1,display
images/val/roi_02_frame_004260.jpg,labels/val/roi_02_frame_004260.txt,val,roi_02,4260,1,display
images/val/roi_02_frame_004425.jpg,labels/val/roi_02_frame_004425.txt,val,roi_02,4425,1,display
images/val/roi_02_frame_005325.jpg,labels/val/roi_02_frame_005325.txt,val,roi_02,5325,1,display
images/val/roi_02_extra_frame_005330.jpg,labels/val/roi_02_extra_frame_005330.txt,val,roi_02,5330,1,display
images/val/roi_02_extra_frame_005335.jpg,labels/val/roi_02_extra_frame_005335.txt,val,roi_02,5335,1,display
images/val/roi_02_frame_005340.jpg,labels/val/roi_02_frame_005340.txt,val,roi_02,5340,1,display
images/val/roi_02_extra_frame_005345.jpg,labels/val/roi_02_extra_frame_005345.txt,val,roi_02,5345,1,display
images/val/roi_02_extra_frame_005350.jpg,labels/val/roi_02_extra_frame_005350.txt,val,roi_02,5350,1,display
images/val/roi_02_frame_005355.jpg,labels/val/roi_02_frame_005355.txt,val,roi_02,5355,1,display
images/val/roi_02_extra_frame_005360.jpg,labels/val/roi_02_extra_frame_005360.txt,val,roi_02,5360,1,display
images/val/roi_02_extra_frame_005365.jpg,labels/val/roi_02_extra_frame_005365.txt,val,roi_02,5365,1,display
images/test/roi_02_frame_005370.jpg,labels/test/roi_02_frame_005370.txt,test,roi_02,5370,1,display
images/test/roi_02_frame_005910.jpg,labels/test/roi_02_frame_005910.txt,test,roi_02,5910,1,display
images/test/roi_02_frame_005955.jpg,labels/test/roi_02_frame_005955.txt,test,roi_02,5955,1,display
images/test/roi_02_frame_006570.jpg,labels/test/roi_02_frame_006570.txt,test,roi_02,6570,1,display
images/test/roi_02_extra_frame_006575.jpg,labels/test/roi_02_extra_frame_006575.txt,test,roi_02,6575,1,display
images/test/roi_02_extra_frame_006580.jpg,labels/test/roi_02_extra_frame_006580.txt,test,roi_02,6580,1,display
images/test/roi_02_frame_006585.jpg,labels/test/roi_02_frame_006585.txt,test,roi_02,6585,1,display
